1.01353	0.150224597
26.8689	7.771961382
52.7242	17.49902327
78.5795	28.29216097
85	31.09812154
90	33.31361416
95	35.55437026
100	37.81932472
104.435	39.84780832
110	42.41803665
115	44.75009585
120	47.10293731
125	49.4758684
130.29	52.00758832
135	54.27947361
140	56.70899164
145	59.15627848
150	61.6208445
156.146	64.67328628
159.095	66.14670774
165	69.113747
182.001	77.77546104
207.856	91.26408392
233.712	105.1007242
259.567	119.2532274
285.422	133.6966895
311.278	148.4104482
337.133	163.3753358
362.988	178.5763988
388.844	194.0007255
414.699	209.6352389
440.554	225.4699898
466.41	241.49618
492.265	257.7040929
518.12	274.0866733
543.976	290.6375849
569.831	307.3491673
595.686	324.2162002
621.542	341.2339466
