1.06667	302.058
1.13333	302.063
1.21667	302.064
1.31667	302.066
1.43333	302.068
1.58333	302.071
1.76667	302.068
1.98333	302.066
2.25	302.059
2.58333	302.058
3	302.053
3.51667	302.049
4.14972	302.046
4.93306	302.034
5.89972	302.034
6.89972	302.044
7.91639	302.032
8.93278	302.045
9.94944	302.053
10.9661	302.056
11.9828	302.053
12.9828	302.044
13.9992	302.046
14.9992	302.044
15.9992	302.04
17.0158	302.044
18.0325	302.029
19.0489	302.039
20.0656	302.035
21.0822	302.043
22.0989	302.056
23.0989	302.066
24.1153	302.046
25.1153	302.031
26.1319	302.033
27.1319	302.057
28.1483	302.063
29.1483	302.069
30.1483	302.049
31.165	302.044
32.1817	302.034
33.1869	302.03
34.2036	302.027
35.2203	302.498
36.2203	302.562
37.2247	302.439
37.4075	302.412
37.5586	302.382
37.5961	302.388
37.6408	302.39
37.6961	302.406
37.7656	302.434
37.8517	302.485
37.9575	302.551
38.0878	302.635
38.2489	302.757
38.4461	302.897
38.6906	303.036
38.9906	303.124
39.36	303.178
39.8156	303.297
40.3767	303.434
41.0683	303.541
41.9208	303.714
42.9208	303.881
55.4478	304.349
56.45	304.375
57.4525	304.393
58.4553	304.402
59.4581	304.423
60.4608	304.443
61.4608	304.473
62.4633	304.499
63.4661	304.511
64.4689	304.518
65.4717	304.529
66.4717	304.539
67.4742	304.551
68.4769	304.559
69.4769	304.569
70.4797	304.573
71.4797	304.583
72.4822	304.587
73.485	304.589
74.485	304.59
75.4878	304.596
76.4906	304.606
77.4931	304.607
78.4958	304.619
79.4958	304.624
80.4986	304.623
81.5011	304.634
82.5011	304.618
83.5039	304.619
84.5039	304.632
85.5067	304.656
86.5094	304.665
87.5119	304.671
88.5147	304.671
89.3897	304.677
89.3925	304.676
89.3953	304.675
89.3981	304.68
89.4008	304.677
89.4036	304.676
89.4092	304.678
89.4147	304.676
89.4231	304.674
89.4314	304.677
89.4425	304.677
89.4564	304.677
89.4731	304.677
89.4925	304.677
89.5175	304.682
89.5481	304.683
89.5869	304.682
89.6342	304.685
89.6925	304.688
89.7647	304.688
89.8536	304.686
89.9619	304.679
90.0953	304.666
90.2619	304.647
90.4675	304.615
90.7203	304.569
91.0314	304.51
91.4144	304.442
91.8867	304.373
92.47	304.304
93.1894	304.242
94.0756	304.19
95.0756	304.146
96.0781	304.105
97.0781	304.076
98.0808	304.059
99.0836	304.045
100.084	304.034
101.086	304.023
102.089	304.014
103.089	304.007
104.089	303.999
105.092	303.994
106.094	303.986
107.094	303.983
108.097	303.977
109.098	303.972
110.099	303.971
111.101	303.966
112.101	303.963
113.104	303.959
114.104	303.958
115.107	303.954
116.109	303.953
117.109	303.951
118.112	303.944
119.115	303.93
120.118	303.924
121.12	303.92
122.12	303.918
123.123	303.934
124.123	303.945
125.126	303.94
126.129	303.934
127.131	303.932
128.134	303.925
129.134	303.926
130.137	303.931
131.14	303.93
132.142	303.932
133.143	303.932
134.144	303.928
135.146	303.927
136.148	303.93
137.15	303.927
137.339	303.927
137.342	303.927
137.345	303.926
137.348	303.926
137.35	303.924
137.353	303.924
137.359	303.926
137.364	303.924
137.372	303.928
137.381	303.94
137.392	303.943
137.406	303.957
137.422	303.979
137.442	304.01
137.467	304.055
137.497	304.118
137.536	304.208
137.584	304.321
137.642	304.467
137.714	304.646
137.803	304.907
137.911	305.25
138.045	305.648
138.211	306.128
138.417	306.637
138.67	306.867
138.981	307.04
139.364	307.261
139.836	307.461
140.42	307.763
141.139	307.968
142.025	308.227
143.028	308.445
144.028	308.61
145.031	308.784
146.033	308.937
147.036	309.064
148.039	309.18
149.039	309.236
150.041	309.308
151.044	309.392
152.044	309.493
153.047	309.559
154.047	309.644
155.049	309.696
156.052	309.737
157.052	309.796
158.055	309.895
159.058	309.957
160.06	310.01
161.063	310.064
162.063	310.123
163.066	310.171
164.066	310.208
165.068	310.258
166.071	310.276
167.071	310.293
168.074	310.312
169.077	310.334
170.079	310.381
171.082	310.431
172.082	310.459
173.085	310.513
174.087	310.545
175.087	310.566
176.09	310.685
177.09	310.75
178.093	310.748
179.095	310.761
180.095	310.787
181.098	310.82
182.101	310.845
183.104	310.836
184.106	310.849
185.106	310.869
186.109	310.931
187.109	310.937
187.234	310.937
187.237	310.939
187.239	310.94
187.242	310.939
187.245	310.941
187.248	310.939
187.253	310.941
187.259	310.94
187.267	310.946
187.276	310.946
187.287	310.958
187.301	310.975
187.317	311.007
187.337	311.044
187.362	311.098
187.392	311.143
187.431	311.173
187.478	311.165
187.537	311.107
187.609	310.986
187.697	310.799
187.806	310.539
187.939	310.211
188.106	309.823
188.311	309.404
188.564	308.966
188.875	308.567
189.259	308.234
189.731	307.947
190.314	307.705
191.034	307.395
191.92	307.003
192.922	306.665
193.925	306.388
194.925	306.149
195.928	305.944
196.931	305.765
197.933	305.6
198.933	305.454
199.936	305.319
200.939	305.201
201.939	305.083
202.941	304.964
203.944	304.872
204.944	304.794
205.947	304.715
206.949	304.63
207.949	304.563
208.949	304.5
209.952	304.447
210.955	304.382
211.957	304.337
212.96	304.275
213.963	304.214
214.963	304.174
215.966	304.136
216.968	304.107
217.968	304.072
218.971	304.031
219.974	303.985
220.976	303.958
221.979	303.914
222.979	303.86
223.982	303.851
224.982	303.812
225.984	303.794
226.984	303.777
227.985	303.751
228.985	303.739
229.986	303.716
230.988	303.689
231.989	303.684
232.989	303.663
233.992	303.632
234.995	303.613
235.998	303.598
237	303.571
238	303.542
239.003	303.521
240.006	303.51
241.006	303.498
242.008	303.479
243.011	303.46
244.011	303.45
245.014	303.437
246.016	303.423
247.016	303.392
248.019	303.394
249.022	303.371
250.025	303.356
251.027	303.342
252.027	303.341
253.03	303.326
254.03	303.304
255.033	303.294
256.035	303.277
257.035	303.263
258.038	303.263
259.041	303.244
260.044	303.23
261.046	303.22
262.046	303.211
263.049	303.196
264.049	303.182
265.052	303.182
266.054	303.18
267.054	303.163
268.057	303.154
269.057	303.152
270.06	303.146
271.062	303.141
272.065	303.135
273.068	303.132
274.068	303.119
275.071	303.1
276.073	303.101
277.073	303.081
278.075	303.077
279.076	303.068
280.078	303.059
281.079	303.048
282.079	303.042
283.082	303.032
284.084	303.035
285.087	303.017
286.087	303.012
287.09	303.011
