0.0333333	250.807
0.0333333	250.775
0.0333333	250.669
0.0333333	250.562
0.05	249.672
0.05	249.167
0.0666667	249.026
0.0833333	248.942
0.1	248.85
0.133333	248.792
0.2	248.823
0.266667	248.784
0.383333	248.707
0.4	248.709
0.416667	248.709
0.416667	248.709
0.416667	248.708
0.416667	248.707
0.416667	248.706
0.433333	248.705
0.45	248.706
0.466667	248.706
0.483333	248.697
0.516667	248.683
0.566667	248.659
0.65	248.626
0.766667	248.602
0.933333	248.584
1.18333	247.966
1.53333	247.998
2.03333	247.988
2.53333	247.939
3.05	247.98
3.55	247.952
4.05	247.932
4.55	247.923
5.05	247.903
5.55	247.899
6.05	247.901
6.55	247.955
7.05	247.957
7.56667	247.931
8.06667	247.931
9.91667	247.863
10.4167	247.914
10.9167	247.976
11.4167	247.928
11.9167	247.932
12.4333	247.946
12.9	247.965
12.9167	247.945
12.9167	247.924
12.9167	247.947
12.9167	247.957
12.9333	247.956
12.9333	247.943
12.95	247.967
12.9833	247.967
13.0167	247.966
13.0667	247.956
13.15	247.937
13.2667	247.926
13.4333	247.937
13.6667	247.942
14.0333	247.946
14.5333	247.955
14.9	247.937
14.9167	247.958
14.9167	247.966
14.9167	247.945
14.9167	247.949
14.9333	247.934
14.9333	247.944
14.95	247.936
14.9833	247.936
15.0167	247.924
15.0667	247.945
15.15	247.966
15.2667	247.969
15.4333	247.941
15.6667	247.95
16.0333	247.923
16.5333	247.921
17.0333	247.929
17.5333	247.912
18.0333	247.919
18.5333	247.907
19.05	247.913
19.55	247.928
20.05	247.932
20.55	247.967
21.05	247.955
21.55	247.95
22.05	247.909
22.55	247.912
23.05	247.911
23.55	247.91
24.05	247.911
24.55	247.914
25.0667	247.957
25.5667	247.983
26.0667	247.989
26.5667	248.004
27.0667	248.004
27.5667	247.936
28.0667	247.959
28.5667	247.997
29.0667	248.041
29.5667	248.05
30.0667	247.985
30.5833	248.025
31.0833	248.058
31.4	248.064
31.4167	248.064
31.4167	248.065
31.4167	248.065
31.4167	248.064
31.4333	248.06
31.4333	248.054
31.45	248.045
31.4833	248.048
31.5167	248.041
31.5667	248.05
31.65	248.012
31.7667	248.033
31.9333	248.042
32.1667	248.008
32.4	248.027
32.4167	248.028
32.4167	248.029
32.4167	248.03
32.4167	248.031
32.4333	248.031
32.4333	248.027
32.45	248.031
32.4833	248.037
32.5167	248.03
32.5667	247.996
32.65	248.018
32.7667	247.986
32.9333	248.015
33.1667	248.015
33.5333	248.008
34.0333	248.031
34.5333	247.997
35.0333	247.999
35.5333	247.998
36.0333	247.996
36.55	247.988
37.05	247.973
37.55	247.958
38.05	247.966
38.55	247.962
39.05	247.971
39.55	247.97
40.05	247.985
40.55	248
41.05	248
41.5667	247.983
42.0667	247.988
42.5667	248.005
43.0667	248.029
43.5667	248.035
44.0667	248.03
44.5667	248.032
45.0667	248.031
45.5667	248.031
46.0667	248.077
46.5667	248.036
47.0667	248.01
47.5667	248.005
48.0667	248.012
48.5833	248.055
49.0833	248.055
49.5833	248.048
50.0833	248.049
50.5833	248.03
51.0833	248.05
51.5833	248.046
52.0833	248.077
52.5833	248.03
53.0833	248.091
53.6	248.089
54.1	248.068
54.6	248.065
55.1	248.064
55.6	248.064
56.1	248.065
56.6	248.011
57.1	247.992
57.6	248.027
58.1	248.013
58.4	248.021
