0.000209426	0.038465263
0.000219296	0.038465438
0.000229631	0.038465622
0.000240453	0.038465814
0.000251785	0.038466016
0.000263651	0.038466227
0.000276077	0.038466448
0.000289088	0.038466679
0.000302712	0.038466922
0.000316979	0.038467175
0.000331917	0.038467441
0.00034756	0.038467719
0.00036394	0.038468011
0.000381092	0.038468316
0.000399052	0.038468635
0.000417859	0.03846897
0.000437552	0.03846932
0.000458174	0.038469687
0.000479767	0.038470071
0.000502377	0.038470473
0.000526054	0.038470895
0.000550846	0.038471336
0.000576806	0.038471798
0.00060399	0.038472281
0.000632456	0.038472788
0.000662262	0.038473318
0.000693474	0.038473874
0.000726156	0.038474455
0.000760379	0.038475064
0.000796214	0.038475702
0.000833739	0.03847637
0.000873032	0.038477069
0.000914176	0.038477801
0.00095726	0.038478568
0.001002374	0.038479371
0.001049615	0.038480212
0.001099082	0.038481093
0.00115088	0.038482015
0.001205119	0.038482981
0.001261915	0.038483992
0.001321387	0.038485051
0.001383662	0.03848616
0.001448872	0.038487322
0.001517155	0.038488538
0.001588656	0.038489812
0.001663528	0.038491146
0.001741927	0.038492542
0.001824022	0.038494005
0.001909985	0.038495537
0.002	0.038497141
0.002094257	0.038498821
0.002192956	0.038500581
0.002296307	0.038502423
0.002404529	0.038504353
0.002517851	0.038506374
0.002636513	0.03850849
0.002760769	0.038510707
0.00289088	0.038513028
0.003027122	0.038515459
0.003169786	0.038518005
0.003319174	0.038520672
0.003475602	0.038523464
0.003639402	0.038526389
0.003810921	0.038529453
0.003990525	0.038532661
0.004178592	0.038536022
0.004375523	0.038539541
0.004581735	0.038543228
0.004797666	0.038547089
0.005023773	0.038551133
0.005260536	0.038555369
0.005508457	0.038559806
0.005768063	0.038564453
0.006039903	0.038569321
0.006324555	0.03857442
0.006622622	0.038579761
0.006934737	0.038585356
0.007261561	0.038591218
0.007603788	0.038597357
0.007962143	0.038603789
0.008337388	0.038610527
0.008730317	0.038617586
0.009141764	0.038624981
0.009572602	0.038632729
0.010023745	0.038640846
0.010496149	0.038649351
0.010990817	0.038658261
0.011508799	0.038667598
0.012051192	0.03867738
0.012619147	0.038687631
0.013213869	0.038698372
0.013836619	0.038709628
0.014488719	0.038721423
0.015171552	0.038733785
0.015886565	0.03874674
0.016635275	0.038760318
0.017419272	0.038774549
0.018240217	0.038789466
0.019099852	0.038805101
0.02	0.038821491
0.020942571	0.038838673
0.021929564	0.038856686
0.022963072	0.038875572
0.024045289	0.038895373
0.025178508	0.038916136
0.026365135	0.038937909
0.027607685	0.038960741
0.028908795	0.038984688
0.030271225	0.039009804
0.031697864	0.03903615
0.033191738	0.039063787
0.034756017	0.039092781
0.036394017	0.039123203
0.038109214	0.039155124
0.039905246	0.039188624
0.041785923	0.039223783
0.043755232	0.039260687
0.045817353	0.039299428
0.047976658	0.039340103
0.050237729	0.039382813
0.05260536	0.039427667
0.055084574	0.039474778
0.05768063	0.039524268
0.060399034	0.039576265
0.063245553	0.039630905
0.066226224	0.039688333
0.06934737	0.039748702
0.072615611	0.039812175
0.076037879	0.039878925
0.079621434	0.039949137
0.083373877	0.040023007
0.087303166	0.040100744
0.091417638	0.040182571
0.095726018	0.040268726
0.100237447	0.040359463
0.104961492	0.040455056
0.109908175	0.040555794
0.115087987	0.04066199
0.120511917	0.040773978
0.126191469	0.040892119
0.13213869	0.041016798
0.138366194	0.041148432
0.144887192	0.041287469
0.151715515	0.041434394
0.158865647	0.041589731
0.166352754	0.041754045
0.174192718	0.041927953
0.182402168	0.042112122
0.190998517	0.042307279
0.2	0.042514217
0.20942571	0.042733802
0.219295639	0.042966983
0.229630724	0.0432148
0.240452887	0.043478398
0.251785082	0.043759041
0.263651348	0.044058122
0.276076853	0.04437719
0.289087954	0.044717966
0.30271225	0.045082371
0.316978638	0.045472552
0.331917381	0.045890925
0.347560166	0.046340213
0.363940172	0.046823501
0.381092144	0.047344298
0.399052463	0.047906614
0.417859226	0.048515059
0.437552325	0.049174959
0.458173531	0.049892506
0.479766584	0.050674948
0.502377286	0.051530828
0.526053598	0.052470302
0.550845741	0.053505544
0.576806301	0.054651292
0.603990344	0.055925584
0.632455532	0.057350768
0.662262243	0.058954905
0.693473701	0.060773787
0.72615611	0.06285387
0.760378793	0.065256686
0.796214341	0.068065654
0.833738767	0.07139696
0.873031664	0.075417589
0.914176379	0.08037638
0.957260185	0.086659522
1.002374467	0.094891769
1.04961492	0.106113191
1.099081748	0.12200051
1.150879875	0.144639688
1.205119172	0.174525741
1.261914689	0.208650479
1.321386896	0.243462633
1.383661942	0.277329395
1.44887192	0.309817099
1.51715515	0.34087323
1.588656469	0.37053755
1.663527542	0.39886782
1.74192718	0.425923194
1.824021679	0.451760903
1.909985172	0.476435726
2	0.5
