1.01353	1.026750368
26.8689	1.074272744
52.7242	1.140098433
78.5795	1.217980665
85	1.238904271
90	1.25560029
95	1.272636965
100	1.290005036
104.435	1.305680919
110	1.325701573
115	1.344014549
120	1.36262782
125	1.381534795
130.29	1.401851237
135	1.420205356
140	1.439957527
145	1.459980512
150	1.480269313
156.146	1.505565501
159.095	1.517840796
165	1.542684171
182.001	1.616120113
207.856	1.732974372
233.712	1.855692147
259.567	1.98389769
285.422	2.117285408
311.278	2.255593758
337.133	2.398579248
362.988	2.546041928
388.844	2.697805165
414.699	2.85369345
440.554	3.013564654
466.41	3.177290762
492.265	3.344736277
518.12	3.515794681
543.976	3.69036879
569.831	3.868348811
595.686	4.049651963
621.542	4.234202053
